SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SERVOTECH, SM, 10-Jun-2019, 14.00, 14.00, 14.00, 14.00, 14.00, 14.00, 14.00, 4000, 0.56, 1, 4000, 100.00
SESHAPAPER, EQ, 10-Jun-2019, 978.85, 976.95, 986.65, 971.50, 981.50, 979.45, 978.03, 1123, 10.98, 162, 758, 67.50
SETCO, EQ, 10-Jun-2019, 25.75, 26.00, 26.00, 24.65, 25.20, 25.00, 25.09, 48889, 12.27, 424, 30223, 61.82
SETF10GILT, EQ, 10-Jun-2019, 181.72, 186.00, 186.00, 176.51, 180.25, 180.07, 179.19, 191, 0.34, 41, 68, 35.60
SETFGOLD, EQ, 10-Jun-2019, 2933.60, 2929.95, 2933.00, 2913.05, 2922.70, 2918.05, 2919.00, 3447, 100.62, 1495, 2381, 69.07
SETFNIF50, EQ, 10-Jun-2019, 121.38, 122.00, 122.46, 121.44, 122.05, 122.02, 121.89, 41428, 50.50, 270, 30298, 73.13
SETFNIFBK, EQ, 10-Jun-2019, 313.38, 315.92, 316.17, 311.95, 313.94, 313.88, 313.95, 5096, 16.00, 122, 3790, 74.37
SETFNN50, EQ, 10-Jun-2019, 279.57, 281.00, 281.68, 279.29, 280.00, 280.49, 280.43, 4680, 13.12, 49, 4232, 90.43
SEZAL, BZ, 10-Jun-2019, 1.70, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 100, 0.00, 1, -, -
SFL, EQ, 10-Jun-2019, 1294.90, 1300.00, 1325.05, 1274.75, 1275.00, 1275.10, 1281.07, 10869, 139.24, 384, 9971, 91.74
SGBAUG24, GB, 10-Jun-2019, 3095.84, 3095.84, 3145.00, 3071.10, 3089.70, 3090.43, 3098.74, 226, 7.00, 24, 168, 74.34
SGBDEC25XI, GB, 10-Jun-2019, 2973.00, 2975.00, 2975.00, 2975.00, 2975.00, 2975.00, 2975.00, 16, 0.48, 3, 16, 100.00
SGBJAN26, GB, 10-Jun-2019, 2960.00, 2999.00, 3049.99, 2999.00, 3049.00, 3049.00, 3042.15, 75, 2.28, 5, 65, 86.67
SGBJAN27, GB, 10-Jun-2019, 2852.00, 2852.00, 2980.00, 2852.00, 2980.00, 2980.00, 2906.80, 5, 0.15, 3, 3, 60.00
SGBJUL25, GB, 10-Jun-2019, 3045.00, 3045.00, 3070.00, 3045.00, 3070.00, 3070.00, 3060.59, 413, 12.64, 11, 403, 97.58
SGBMAR25, GB, 10-Jun-2019, 3030.00, 3050.00, 3050.00, 3020.10, 3020.10, 3020.10, 3033.64, 327, 9.92, 10, 327, 100.00
SGBMAY25, GB, 10-Jun-2019, 3010.37, 3015.00, 3050.00, 3010.10, 3029.00, 3029.00, 3022.58, 126, 3.81, 15, 126, 100.00
SGBMAY26, GB, 10-Jun-2019, 3025.00, 3010.00, 3050.00, 3010.00, 3050.00, 3050.00, 3048.46, 52, 1.59, 5, 50, 96.15
SGBNOV23, GB, 10-Jun-2019, 3175.00, 3175.00, 3175.00, 3100.00, 3100.00, 3100.00, 3148.90, 45, 1.42, 9, 43, 95.56
SGBNOV24, GB, 10-Jun-2019, 3044.02, 3083.00, 3083.00, 3041.05, 3041.50, 3046.75, 3049.35, 519, 15.83, 53, 509, 98.07
SGBNOV25, GB, 10-Jun-2019, 2950.00, 2957.00, 2957.00, 2957.00, 2957.00, 2957.00, 2957.00, 28, 0.83, 3, 28, 100.00
SGBNOV258, GB, 10-Jun-2019, 2861.00, 2969.00, 2969.00, 2969.00, 2969.00, 2969.00, 2969.00, 48, 1.43, 1, 48, 100.00
SGBNOV25VI, GB, 10-Jun-2019, 2914.00, 2950.00, 2950.00, 2948.00, 2948.00, 2948.00, 2948.92, 37, 1.09, 4, 37, 100.00
SGBNOV26, GB, 10-Jun-2019, 2962.00, 2901.00, 2901.00, 2901.00, 2901.00, 2901.00, 2901.00, 1, 0.03, 1, 1, 100.00
SGBSEP24, GB, 10-Jun-2019, 3049.62, 3065.00, 3069.00, 3035.00, 3037.01, 3037.01, 3052.59, 362, 11.05, 17, 320, 88.40
SGL, EQ, 10-Jun-2019, 13.70, 14.35, 14.35, 14.35, 14.35, 14.35, 14.35, 21533, 3.09, 23, 21533, 100.00
SHAHALLOYS, EQ, 10-Jun-2019, 14.45, 14.75, 16.00, 13.15, 15.00, 15.00, 14.91, 4665, 0.70, 67, 4122, 88.36
SHAKTIPUMP, EQ, 10-Jun-2019, 422.10, 423.00, 432.65, 423.00, 430.00, 426.45, 427.78, 22918, 98.04, 1150, 9199, 40.14
SHALBY, EQ, 10-Jun-2019, 124.90, 125.00, 125.25, 121.00, 125.05, 123.90, 122.84, 19037, 23.38, 598, 13591, 71.39
SHALPAINTS, EQ, 10-Jun-2019, 82.10, 83.70, 84.00, 79.00, 82.90, 82.85, 81.60, 67467, 55.05, 1129, 39435, 58.45
SHANKARA, EQ, 10-Jun-2019, 495.10, 499.80, 517.00, 492.70, 496.00, 498.30, 507.01, 92891, 470.97, 6863, 25059, 26.98
SHANTI, SM, 10-Jun-2019, 29.00, 28.00, 28.00, 28.00, 28.00, 28.00, 28.00, 3000, 0.84, 1, 3000, 100.00
SHANTIGEAR, EQ, 10-Jun-2019, 117.55, 118.45, 119.05, 117.00, 118.90, 118.80, 117.92, 14332, 16.90, 137, 11949, 83.37
SHARDACROP, EQ, 10-Jun-2019, 360.65, 362.40, 366.05, 351.00, 353.00, 355.75, 358.69, 4925, 17.67, 534, 2634, 53.48
SHARDAMOTR, EQ, 10-Jun-2019, 1449.70, 1444.05, 1467.00, 1411.85, 1450.00, 1448.05, 1443.77, 927, 13.38, 258, 622, 67.10
SHARIABEES, EQ, 10-Jun-2019, 256.06, 259.32, 269.00, 256.01, 265.95, 265.95, 260.52, 21, 0.05, 9, 5, 23.81
SHEMAROO, EQ, 10-Jun-2019, 379.85, 381.95, 381.95, 352.60, 358.00, 360.15, 362.70, 8068, 29.26, 618, 5825, 72.20
SHILPAMED, EQ, 10-Jun-2019, 342.05, 349.95, 349.95, 339.95, 342.00, 340.70, 341.03, 3923, 13.38, 276, 3163, 80.63
SHIRPUR-G, EQ, 10-Jun-2019, 18.80, 19.30, 19.70, 19.20, 19.70, 19.70, 19.62, 160894, 31.57, 391, 137165, 85.25
SHIVAMAUTO, EQ, 10-Jun-2019, 33.75, 34.20, 34.35, 33.00, 33.05, 33.15, 33.41, 30015, 10.03, 400, 19792, 65.94
SHIVAMILLS, EQ, 10-Jun-2019, 49.35, 48.45, 51.45, 48.45, 49.50, 51.10, 50.69, 1268, 0.64, 17, 1042, 82.18
SHIVATEX, EQ, 10-Jun-2019, 130.30, 124.00, 133.90, 124.00, 131.10, 132.65, 129.34, 1669, 2.16, 106, 1416, 84.84
SHK, EQ, 10-Jun-2019, 150.25, 154.25, 154.80, 145.10, 145.20, 146.05, 148.24, 362014, 536.66, 12838, 141012, 38.95
SHOPERSTOP, EQ, 10-Jun-2019, 478.85, 478.40, 487.95, 477.70, 480.95, 486.10, 484.32, 15483, 74.99, 1133, 9726, 62.82
SHREECEM, EQ, 10-Jun-2019, 20739.25, 20849.85, 20972.25, 20657.70, 20800.00, 20807.65, 20798.60, 26806, 5575.27, 5279, 18556, 69.22
SHREEPUSHK, EQ, 10-Jun-2019, 130.80, 130.80, 135.00, 129.20, 130.15, 130.10, 131.20, 8266, 10.85, 490, 3942, 47.69
SHREERAMA, EQ, 10-Jun-2019, 5.10, 5.50, 5.80, 5.05, 5.20, 5.10, 5.15, 37328, 1.92, 138, 24966, 66.88
SHRENIK, SM, 10-Jun-2019, 84.75, 84.90, 86.90, 83.65, 83.65, 84.05, 85.10, 137500, 117.01, 114, 35625, 25.91
SHREYANIND, EQ, 10-Jun-2019, 150.80, 153.80, 153.80, 147.90, 147.90, 148.15, 149.39, 5770, 8.62, 230, 3956, 68.56
SHREYAS, EQ, 10-Jun-2019, 160.60, 160.60, 166.00, 158.10, 160.00, 161.15, 161.29, 3222, 5.20, 275, 1853, 57.51
SHRIPISTON, BE, 10-Jun-2019, 930.10, 930.00, 950.00, 927.10, 950.00, 950.00, 929.10, 26, 0.24, 4, -, -
SHRIRAMCIT, EQ, 10-Jun-2019, 1572.40, 1592.00, 1595.00, 1536.40, 1540.00, 1553.65, 1571.41, 2303, 36.19, 338, 1551, 67.35
SHRIRAMEPC, EQ, 10-Jun-2019, 8.70, 9.45, 9.50, 7.90, 8.30, 8.20, 8.50, 151316, 12.86, 451, 87627, 57.91
SHUBHLAXMI, SM, 10-Jun-2019, 116.75, 120.50, 120.80, 119.00, 120.80, 119.95, 119.94, 20000, 23.99, 5, 16000, 80.00
SHYAMCENT, EQ, 10-Jun-2019, 5.20, 5.55, 5.60, 5.15, 5.20, 5.20, 5.21, 3872, 0.20, 24, 3845, 99.30
SICAGEN, EQ, 10-Jun-2019, 23.10, 23.40, 25.00, 22.70, 23.10, 23.00, 23.61, 7513, 1.77, 117, 5000, 66.55
SICAL, EQ, 10-Jun-2019, 118.85, 119.75, 125.30, 119.00, 120.00, 120.85, 121.09, 8029, 9.72, 362, 4186, 52.14
SIEMENS, EQ, 10-Jun-2019, 1253.25, 1258.10, 1283.70, 1253.00, 1270.00, 1269.95, 1274.16, 436540, 5562.24, 17571, 58376, 13.37
SIGIND, EQ, 10-Jun-2019, 34.05, 36.00, 36.00, 33.20, 33.65, 34.40, 34.09, 385, 0.13, 37, 208, 54.03
SIL, BE, 10-Jun-2019, 13.00, 12.60, 13.00, 12.35, 12.35, 12.35, 12.50, 2027, 0.25, 17, -, -
SILINV, EQ, 10-Jun-2019, 187.10, 187.00, 188.55, 181.95, 184.00, 185.45, 184.99, 6680, 12.36, 195, 3946, 59.07
SILLYMONKS, SM, 10-Jun-2019, 66.00, 64.00, 64.00, 64.00, 64.00, 64.00, 64.00, 1200, 0.77, 1, 1200, 100.00
SILVERTUC, SM, 10-Jun-2019, 122.00, 122.00, 122.00, 122.00, 122.00, 122.00, 122.00, 1000, 1.22, 1, 1000, 100.00
SIMBHALS, EQ, 10-Jun-2019, 9.10, 9.50, 9.50, 8.30, 8.65, 8.45, 8.67, 40087, 3.47, 214, 29688, 74.06
SIMPLEX, BZ, 10-Jun-2019, 5.45, 5.20, 5.20, 5.20, 5.20, 5.20, 5.20, 234, 0.01, 2, -, -
SIMPLEXINF, EQ, 10-Jun-2019, 139.95, 139.10, 140.00, 134.00, 134.00, 134.90, 136.62, 37627, 51.41, 751, 29295, 77.86
SINTERCOM, SM, 10-Jun-2019, 67.00, 66.00, 66.00, 65.00, 65.00, 65.00, 65.35, 6000, 3.92, 3, 4000, 66.67
SINTEX, EQ, 10-Jun-2019, 5.50, 5.60, 5.60, 4.95, 5.05, 5.05, 5.12, 3819979, 195.44, 3619, 2005668, 52.50
SIRCA, SM, 10-Jun-2019, 285.00, 277.00, 277.00, 277.00, 277.00, 277.00, 277.00, 800, 2.22, 1, 800, 100.00
SIS, EQ, 10-Jun-2019, 929.35, 922.00, 947.80, 922.00, 938.00, 942.05, 937.93, 3666, 34.38, 464, 2337, 63.75
SITASHREE, BE, 10-Jun-2019, 0.50, 0.55, 0.55, 0.45, 0.45, 0.45, 0.48, 55876, 0.27, 28, -, -
SITINET, BE, 10-Jun-2019, 2.90, 3.00, 3.00, 2.90, 3.00, 3.00, 3.00, 82421, 2.47, 79, -, -
SIYSIL, EQ, 10-Jun-2019, 335.85, 337.00, 342.30, 329.95, 330.00, 330.15, 335.71, 31276, 105.00, 519, 28814, 92.13
SJVN, EQ, 10-Jun-2019, 25.50, 25.60, 25.65, 25.05, 25.20, 25.15, 25.26, 573287, 144.81, 2670, 306950, 53.54
SKFINDIA, EQ, 10-Jun-2019, 1860.50, 1860.00, 1905.95, 1850.05, 1900.00, 1900.10, 1897.18, 22126, 419.77, 4551, 18997, 85.86
SKIL, BE, 10-Jun-2019, 9.50, 9.90, 9.90, 9.30, 9.50, 9.50, 9.39, 2681, 0.25, 12, -, -
SKIPPER, EQ, 10-Jun-2019, 59.30, 60.40, 60.40, 57.75, 58.20, 57.90, 58.85, 89664, 52.76, 594, 74420, 83.00
SKMEGGPROD, EQ, 10-Jun-2019, 45.10, 45.05, 45.50, 43.10, 43.50, 43.30, 44.13, 20887, 9.22, 234, 17841, 85.42
SKSTEXTILE, SM, 10-Jun-2019, 39.15, 39.35, 39.35, 39.35, 39.35, 39.35, 39.35, 64000, 25.18, 1, 64000, 100.00
SMARTLINK, EQ, 10-Jun-2019, 81.90, 82.10, 82.65, 80.00, 81.60, 81.35, 81.40, 7343, 5.98, 139, 3867, 52.66
SMLISUZU, EQ, 10-Jun-2019, 849.65, 854.90, 854.95, 843.25, 851.25, 851.25, 848.33, 12133, 102.93, 667, 8163, 67.28
SMPL, BE, 10-Jun-2019, 0.35, 0.40, 0.40, 0.35, 0.35, 0.35, 0.36, 7275, 0.03, 10, -, -
SMSLIFE, EQ, 10-Jun-2019, 439.60, 434.95, 447.00, 425.00, 427.00, 428.30, 434.44, 2733, 11.87, 233, 2035, 74.46
SMSPHARMA, EQ, 10-Jun-2019, 57.60, 58.70, 58.75, 56.10, 58.55, 57.30, 57.06, 19983, 11.40, 169, 15140, 75.76
SNOWMAN, EQ, 10-Jun-2019, 33.20, 33.20, 34.00, 32.95, 34.00, 33.70, 33.50, 168779, 56.55, 904, 116529, 69.04
SOBHA, EQ, 10-Jun-2019, 546.65, 548.70, 557.90, 545.15, 549.75, 549.05, 551.09, 99983, 551.00, 9183, 43688, 43.70
SOFTTECH, SM, 10-Jun-2019, 58.00, 60.90, 60.90, 59.90, 60.00, 60.00, 60.33, 6400, 3.86, 4, 4800, 75.00
SOLARA, EQ, 10-Jun-2019, 457.25, 458.80, 470.00, 450.00, 462.85, 461.30, 459.58, 7308, 33.59, 454, 5320, 72.80
SOLARINDS, EQ, 10-Jun-2019, 1162.80, 1165.00, 1184.95, 1165.00, 1175.00, 1179.30, 1175.20, 3065, 36.02, 265, 1846, 60.23
SOMANYCERA, EQ, 10-Jun-2019, 429.45, 425.50, 429.60, 419.55, 422.00, 423.25, 423.89, 7839, 33.23, 491, 4058, 51.77
SOMATEX, BE, 10-Jun-2019, 4.35, 4.30, 4.30, 4.30, 4.30, 4.30, 4.30, 925, 0.04, 2, -, -
SOMICONVEY, EQ, 10-Jun-2019, 20.05, 21.40, 21.80, 19.60, 19.75, 19.90, 20.17, 4752, 0.96, 37, 3706, 77.99
SONATSOFTW, EQ, 10-Jun-2019, 355.70, 355.10, 359.60, 352.50, 353.95, 354.00, 354.93, 58667, 208.23, 5072, 42323, 72.14
SONISOYA, SM, 10-Jun-2019, 19.50, 19.70, 19.70, 19.60, 19.60, 19.60, 19.65, 12000, 2.36, 2, 12000, 100.00
SORILINFRA, EQ, 10-Jun-2019, 275.20, 280.00, 282.00, 251.55, 253.05, 253.25, 259.48, 63628, 165.10, 1501, 39462, 62.02
SOTL, EQ, 10-Jun-2019, 1288.75, 1300.00, 1300.20, 1270.00, 1278.50, 1276.95, 1282.90, 9176, 117.72, 1062, 8158, 88.91
SOUTHBANK, EQ, 10-Jun-2019, 13.75, 13.90, 13.95, 13.45, 13.70, 13.65, 13.62, 13341459, 1816.71, 8336, 5409186, 40.54
SOUTHWEST, EQ, 10-Jun-2019, 21.95, 24.40, 26.25, 24.00, 25.55, 25.40, 24.99, 8259, 2.06, 109, 5138, 62.21
SPAL, EQ, 10-Jun-2019, 282.90, 285.00, 285.25, 276.10, 279.00, 276.50, 280.60, 1703, 4.78, 108, 1447, 84.97
SPARC, EQ, 10-Jun-2019, 135.85, 136.90, 141.70, 131.05, 141.70, 138.30, 135.91, 400689, 544.59, 8179, 183999, 45.92
SPCENET, EQ, 10-Jun-2019, 1.40, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1, 0.00, 1, 1, 100.00
SPECIALITY, EQ, 10-Jun-2019, 84.40, 86.80, 86.80, 75.30, 83.00, 82.25, 80.33, 114517, 92.00, 1235, 63105, 55.11
SPECTRUM, SM, 10-Jun-2019, 59.00, 57.00, 57.00, 57.00, 57.00, 57.00, 57.00, 2000, 1.14, 1, 2000, 100.00
SPENCERS, EQ, 10-Jun-2019, 106.05, 106.00, 106.85, 102.50, 102.55, 103.20, 104.03, 104252, 108.45, 2155, 77623, 74.46
SPENTEX, BE, 10-Jun-2019, 1.30, 1.25, 1.35, 1.25, 1.35, 1.25, 1.25, 2505, 0.03, 9, -, -
SPIC, EQ, 10-Jun-2019, 23.85, 24.10, 24.25, 23.05, 23.25, 23.35, 23.54, 53284, 12.54, 208, 30247, 56.77
SPICEMOBI, BE, 10-Jun-2019, 9.50, 9.50, 9.50, 9.05, 9.25, 9.05, 9.13, 602, 0.05, 5, -, -
SPLIL, EQ, 10-Jun-2019, 36.15, 36.40, 36.40, 33.35, 33.65, 33.55, 34.47, 40140, 13.84, 547, 28153, 70.14
SPMLINFRA, EQ, 10-Jun-2019, 24.25, 24.00, 24.90, 23.50, 23.85, 23.85, 24.25, 25060, 6.08, 256, 16964, 67.69
SPTL, EQ, 10-Jun-2019, 11.70, 11.85, 11.85, 10.55, 10.55, 10.55, 10.73, 2457701, 263.62, 3233, 1718041, 69.90
SPYL, BE, 10-Jun-2019, 0.20, 0.25, 0.25, 0.20, 0.20, 0.20, 0.21, 63502, 0.13, 14, -, -
SREEL, EQ, 10-Jun-2019, 192.40, 191.35, 194.70, 190.65, 192.00, 191.75, 192.27, 16764, 32.23, 124, 16300, 97.23
SREIBNPNCD, NL, 10-Jun-2019, 851.10, 872.00, 872.00, 860.00, 860.00, 860.00, 868.78, 410, 3.56, 7, 410, 100.00
SREIBNPNCD, NS, 10-Jun-2019, 774.00, 774.00, 774.00, 774.00, 774.00, 774.00, 774.00, 42, 0.33, 2, 42, 100.00
SREINFRA, EQ, 10-Jun-2019, 22.95, 23.10, 23.40, 22.00, 22.15, 22.20, 22.43, 667980, 149.85, 2727, 433160, 64.85
SREINFRA, Y1, 10-Jun-2019, 865.02, 870.00, 875.00, 869.00, 875.00, 875.00, 870.49, 421, 3.66, 14, 421, 100.00
SREINFRA, Y5, 10-Jun-2019, 930.00, 930.00, 930.00, 930.00, 930.00, 930.00, 930.00, 7, 0.07, 2, 7, 100.00
SREINFRA, Y6, 10-Jun-2019, 968.00, 960.00, 960.00, 960.00, 960.00, 960.00, 960.00, 3, 0.03, 2, 3, 100.00
SREINFRA, YH, 10-Jun-2019, 895.00, 910.00, 910.00, 910.00, 910.00, 910.00, 910.00, 1, 0.01, 1, 1, 100.00
SRF, EQ, 10-Jun-2019, 2875.40, 2876.00, 2953.60, 2876.00, 2907.00, 2909.65, 2916.09, 352424, 10276.99, 15262, 56574, 16.05
SRHHYPOLTD, EQ, 10-Jun-2019, 137.10, 140.00, 146.00, 134.45, 136.75, 136.80, 136.87, 7795, 10.67, 134, 6488, 83.23
SRIPIPES, EQ, 10-Jun-2019, 178.00, 177.00, 180.00, 173.50, 174.30, 174.15, 175.56, 27853, 48.90, 763, 22572, 81.04
SRSLTD, BZ, 10-Jun-2019, 0.25, 0.20, 0.25, 0.20, 0.25, 0.25, 0.22, 51925, 0.12, 37, -, -
SRTRANSFIN, EQ, 10-Jun-2019, 1092.60, 1094.00, 1114.50, 1049.10, 1076.00, 1076.05, 1076.01, 1354550, 14575.05, 50757, 306648, 22.64
SRTRANSFIN, Y3, 10-Jun-2019, 1021.00, 1031.00, 1039.50, 1031.00, 1039.50, 1039.50, 1032.42, 6, 0.06, 2, 6, 100.00
SRTRANSFIN, Y6, 10-Jun-2019, 1917.00, 1915.99, 1915.99, 1909.99, 1909.99, 1909.99, 1914.99, 8, 0.15, 4, 7, 87.50
SRTRANSFIN, Y8, 10-Jun-2019, 1097.50, 1106.00, 1106.00, 1106.00, 1106.00, 1106.00, 1106.00, 49, 0.54, 5, 49, 100.00
SRTRANSFIN, Y9, 10-Jun-2019, 1120.00, 1125.00, 1125.00, 1120.00, 1120.00, 1120.00, 1124.00, 250, 2.81, 4, 234, 93.60
SRTRANSFIN, YA, 10-Jun-2019, 995.00, 998.00, 1006.00, 998.00, 1006.00, 1004.85, 1004.49, 370, 3.72, 5, 370, 100.00
SRTRANSFIN, YB, 10-Jun-2019, 1020.00, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 5, 0.05, 1, 5, 100.00
SRTRANSFIN, YH, 10-Jun-2019, 943.25, 933.50, 933.50, 933.50, 933.50, 933.50, 933.50, 1, 0.01, 1, 1, 100.00
SRTRANSFIN, YL, 10-Jun-2019, 1022.99, 1030.00, 1034.70, 1030.00, 1034.70, 1034.70, 1032.35, 100, 1.03, 2, 100, 100.00
SRTRANSFIN, YO, 10-Jun-2019, 960.00, 975.00, 975.00, 975.00, 975.00, 975.00, 975.00, 10, 0.10, 1, 10, 100.00
SRTRANSFIN, YQ, 10-Jun-2019, 1013.00, 1013.00, 1020.00, 1013.00, 1020.00, 1020.00, 1014.32, 410, 4.16, 10, 410, 100.00
SRTRANSFIN, YR, 10-Jun-2019, 1019.90, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 10, 0.10, 1, 10, 100.00
SRTRANSFIN, YS, 10-Jun-2019, 985.01, 985.01, 994.00, 985.01, 994.00, 994.00, 987.58, 70, 0.69, 2, 70, 100.00
SRTRANSFIN, YY, 10-Jun-2019, 1020.00, 999.00, 999.00, 999.00, 999.00, 999.00, 999.00, 50, 0.50, 2, 50, 100.00
SRTRANSFIN, Z1, 10-Jun-2019, 998.00, 1000.00, 1001.00, 975.00, 1001.00, 1001.00, 989.13, 40, 0.40, 6, 35, 87.50
SSINFRA, SM, 10-Jun-2019, 13.30, 13.00, 13.30, 13.00, 13.20, 13.20, 13.17, 9000, 1.19, 3, 9000, 100.00
SSWL, EQ, 10-Jun-2019, 790.55, 803.80, 803.85, 791.05, 796.00, 794.15, 795.15, 1489, 11.84, 141, 1154, 77.50
STAMPEDE, BE, 10-Jun-2019, 1.20, 1.15, 1.20, 1.15, 1.15, 1.15, 1.15, 66888, 0.77, 37, -, -
STAN, DR, 10-Jun-2019, 54.25, 55.25, 56.60, 53.10, 56.00, 55.95, 55.23, 128889, 71.19, 101, 126749, 98.34
STAR, EQ, 10-Jun-2019, 413.85, 415.00, 431.55, 414.50, 427.85, 429.10, 424.14, 1023746, 4342.07, 17503, 142202, 13.89
STARCEMENT, EQ, 10-Jun-2019, 130.25, 128.50, 130.65, 125.00, 126.50, 126.25, 126.30, 1072412, 1354.42, 1423, 1047939, 97.72
STARPAPER, EQ, 10-Jun-2019, 116.35, 116.45, 119.00, 113.55, 114.45, 114.15, 115.76, 18393, 21.29, 520, 9545, 51.89
STCINDIA, EQ, 10-Jun-2019, 117.40, 118.00, 120.20, 114.05, 115.80, 116.05, 116.78, 67659, 79.01, 1364, 20558, 30.38
STEELXIND, EQ, 10-Jun-2019, 12.20, 12.20, 13.00, 12.20, 12.65, 12.65, 12.75, 21568, 2.75, 53, 18484, 85.70
STEL, EQ, 10-Jun-2019, 89.75, 90.00, 91.00, 89.15, 89.15, 89.45, 89.96, 5289, 4.76, 55, 4113, 77.77
STERTOOLS, EQ, 10-Jun-2019, 218.10, 219.05, 221.10, 216.00, 217.00, 217.20, 217.02, 3670, 7.96, 115, 1878, 51.17
STINDIA, BE, 10-Jun-2019, 9.40, 8.95, 8.95, 8.95, 8.95, 8.95, 8.95, 1, 0.00, 1, -, -
STRTECH, EQ, 10-Jun-2019, 171.20, 172.65, 175.10, 169.80, 175.05, 173.55, 172.73, 984856, 1701.11, 11530, 367441, 37.31
SUBCAPCITY, BE, 10-Jun-2019, 14.00, 14.00, 14.00, 14.00, 14.00, 14.00, 14.00, 1, 0.00, 1, -, -
SUBEX, EQ, 10-Jun-2019, 6.70, 6.75, 7.00, 6.70, 6.90, 6.95, 6.89, 899420, 62.00, 609, 568533, 63.21
SUBROS, EQ, 10-Jun-2019, 255.50, 256.05, 258.50, 245.10, 248.00, 248.55, 249.38, 23042, 57.46, 1018, 13045, 56.61
SUDARSCHEM, EQ, 10-Jun-2019, 331.05, 335.00, 335.00, 325.05, 325.05, 325.75, 327.33, 7754, 25.38, 387, 4897, 63.15
SUJANAUNI, BE, 10-Jun-2019, 0.25, 0.25, 0.30, 0.20, 0.30, 0.30, 0.28, 30180, 0.08, 32, -, -
SUMEETINDS, EQ, 10-Jun-2019, 2.80, 2.75, 3.35, 2.60, 3.35, 3.35, 3.21, 1512891, 48.55, 546, 988808, 65.36
SUMIT, SM, 10-Jun-2019, 36.30, 36.45, 39.60, 36.45, 38.60, 37.90, 37.85, 39000, 14.76, 13, 24000, 61.54
SUMMITSEC, EQ, 10-Jun-2019, 545.75, 540.10, 545.90, 532.00, 535.00, 534.85, 537.73, 684, 3.68, 79, 472, 69.01
SUNCLAYLTD, EQ, 10-Jun-2019, 2549.95, 2644.00, 2644.00, 2486.10, 2491.00, 2501.70, 2515.00, 1008, 25.35, 320, 816, 80.95
SUNDARAM, EQ, 10-Jun-2019, 1.80, 1.85, 1.85, 1.75, 1.85, 1.80, 1.81, 137354, 2.49, 171, 100666, 73.29
SUNDARMFIN, EQ, 10-Jun-2019, 1655.00, 1650.00, 1660.00, 1632.25, 1652.50, 1647.50, 1649.62, 19061, 314.43, 2254, 11382, 59.71
SUNDARMHLD, EQ, 10-Jun-2019, 93.75, 93.95, 94.00, 91.55, 92.70, 92.45, 92.50, 12109, 11.20, 275, 9511, 78.54
SUNDRMBRAK, EQ, 10-Jun-2019, 330.60, 323.05, 337.95, 310.25, 322.20, 322.40, 326.11, 2980, 9.72, 169, 1738, 58.32
SUNDRMFAST, EQ, 10-Jun-2019, 532.70, 531.05, 535.00, 527.40, 533.00, 529.85, 530.84, 41549, 220.56, 4047, 32704, 78.71
SUNFLAG, EQ, 10-Jun-2019, 39.65, 39.65, 40.20, 39.05, 39.20, 39.10, 39.56, 37373, 14.78, 475, 19576, 52.38
SUNILHITEC, BE, 10-Jun-2019, 0.75, 0.70, 0.80, 0.70, 0.80, 0.75, 0.76, 143799, 1.09, 113, -, -
SUNPHARMA, EQ, 10-Jun-2019, 399.25, 402.00, 405.80, 394.05, 403.55, 402.05, 400.47, 4966075, 19887.74, 86051, 1463902, 29.48
SUNTECK, EQ, 10-Jun-2019, 487.20, 486.65, 488.90, 471.05, 475.00, 474.80, 477.44, 177973, 849.72, 7043, 48058, 27.00
SUNTV, EQ, 10-Jun-2019, 540.15, 550.00, 559.70, 520.00, 529.50, 528.00, 538.53, 4579245, 24660.81, 96881, 920035, 20.09
SUPERHOUSE, EQ, 10-Jun-2019, 107.35, 105.55, 108.60, 105.10, 105.90, 105.50, 105.94, 2035, 2.16, 75, 1590, 78.13
SUPERSPIN, EQ, 10-Jun-2019, 5.90, 6.00, 6.00, 5.55, 5.65, 5.65, 5.70, 7234, 0.41, 41, 4924, 68.07
SUPPETRO, EQ, 10-Jun-2019, 215.15, 216.40, 218.05, 207.55, 209.45, 210.30, 212.11, 3411, 7.23, 329, 2213, 64.88
SUPRAJIT, EQ, 10-Jun-2019, 218.65, 218.65, 218.65, 210.05, 210.25, 211.05, 212.80, 15286, 32.53, 1311, 7602, 49.73
SUPREMEENG, SM, 10-Jun-2019, 28.05, 28.30, 28.30, 27.00, 27.75, 27.75, 27.64, 96000, 26.54, 21, 76000, 79.17
SUPREMEIND, EQ, 10-Jun-2019, 1072.70, 1060.05, 1084.95, 1060.05, 1078.00, 1077.85, 1079.30, 128624, 1388.25, 2006, 121291, 94.30
